  <!-- Bad suggestions, remove next time round:
øve ::: lierehtalledh
skjemme ::: aervi
øke :::
spekulere ::: jiermestalledh
prioritere ::: prioriteeredh
inspirere ::: tsihkijehtedh
studere ::: gïehtjedidh
revidere ::: revideeredh
regulere ::: reguleeredh
evaluere ::: evalueeredh
opprette ::: aelkiehtidh
overlevere ::: deanahtidh
formidle ::: deanahtidh
overleve ::: stååresjidh
prolongere ::: guhkiedidh
øke ::: læssanidh
eksperimentere ::: voejhkeladtedh
oppfylle ::: gurkedh
bestå ::: stååresjidh
forutsette ::: tsïhkestehtedh
iverksette ::: aelkiehtidh
utvide ::: vijriedidh
stige ::: læssanidh
endre ::: jarkestidh
ta forbehold ::: tsïhkestehtedh
innmelde ::: registreeredh
prioritere ::: prijoriteradidh
oppfylles ::: illesovvedh
lime ::: njieredh
stille ::: tseegkedh
belyse ::: bueledh
belyse ::: goekedh
belyse ::: gåhtsajehtedh
belyse ::: vuaptastehtedh
opprøre ::: måaskodh
opprøre ::: måaskedh
opprøre ::: haarmestovvedh
opprøre ::: måarahtovvedh
opprøre ::: saknahtovvedh
opprøre ::: buasjahtovvedh
opprøre ::: arhpehtovvedh
innarbeide ::: ektiedidh
iverksette ::: aatskadidh
iverksette ::: aelkedh
tilkjenne ::: bæjhkoehtidh
tilkjenne ::: byjhkesjidh
tilkjenne ::: mietiehtidh
tilkjenne ::: bïjhkesjidh
tilkjenne ::: bæjhkodh
tilkjenne ::: boejhkesjidh
klikke ::: smealladidh
klikke ::: lamkedh
klikke ::: dïedtelidh
klikke ::: diedtedh
klikke ::: tsiptsedh
klikke ::: dïebtjestidh
klikke ::: tsamtsestehtedh
klikke ::: dïebtjestehtedh
klikke ::: gaanedidh
klikke ::: dïelkestidh
klikke ::: baahtsedh
klikke ::: faerhmiestidh
klikke ::: dïemtjestehtedh
klikke ::: dïemtjestidh
klikke ::: dïemtsedidh
bli inspirert ::: eadtjaldovvedh
stabilisere ::: davtelidh
stabilisere ::: dåarjodh
stabilisere ::: duvtedh
stabilisere ::: dovtelidh
stabilisere ::: dåarjoehtidh
stabilisere ::: dåarjadidh
utveksle ::: målsodh
utveksle ::: låtnodh
utveksle ::: raerhkedh
utveksle ::: rabnjestidh
utveksle ::: easadidh
utveksle ::: lutnjedh
utveksle ::: bijjiedidh
utveksle ::: molsesovvedh
portrettere ::: buerkiestidh
erobre ::: ritnedh
kjøre avsted ::: vuajajidh
fordoble ::: provnedh
utelukke ::: nehkiehtidh
utelukke ::: bïedtedh
framheve ::: buektedh
framheve ::: tjïelkestehtedh
framheve ::: vuaptastehtedh
medføre ::: buektedh
medføre ::: foeresjidh
medføre ::: saehtedh
verne ::: voebnesjidh
verne ::: gorredidh
verne ::: stååresjidh
verne ::: geehtestidh
utvise ::: gohtjedidh
utvise ::: raajedh
belaste ::: tjimkedh
kategorisere ::: veesmedh
separere ::: joekehtidh
separere ::: juakadidh
separere ::: jååkedidh
separere ::: raerhkedh
separere ::: raarhkehtjidh
separere ::: joekehtehtedh
separere ::: loevenidh
separere ::: löövedh
øyne ::: vuartasjidh
øyne ::: vuejnedh
øyne ::: goevledh
øyne ::: vuejniestidh
øyne ::: vuajnajidh
øyne ::: gïehtjedidh
stilne ::: sjaavodh
mistrives ::: ovmurriedidh
mistrives ::: ovtræjjadidh
mistrives ::: ovtråjjadidh
utnytte ::: nåhkehtidh
utnytte ::: nåhtadidh
utnytte ::: nuhtjedh
utnytte ::: dååsveridh
utnytte ::: provhkedh
utnytte ::: pråvhkodh
utnytte ::: utnedh
protokollføre ::: rirhmedh
protokollføre ::: tjaeliestidh
protokollføre ::: saaledh
protokollføre ::: tjaeledh
protokollføre ::: tjaelielidh
anstrenge ::: baaveridh
anstrenge ::: tjabredh
anstrenge ::: gïehtelidh
